"movie_id","predicted_genres"
51274,Drama Thriller
4975,Documentary
18285,Drama Thriller
7510,Drama Romance War
38039,Horror Thriller
17879,Documentary
34921,Action Comedy
20350,Comedy Drama
9360,Documentary
10517,Drama
36740,Horror Sci-Fi Thriller
25145,Documentary
29801,Documentary
42509,Adventure Animation Children
31453,Sci-Fi Action Adventure
34280,Horror Sci-Fi
18093,Documentary
45054,Horror
35725,Horror
8082,Horror Sci-Fi
31437,Documentary
44365,Drama
31646,Crime Drama Thriller Horror
33429,Documentary
9279,Documentary
10765,Documentary
36973,Documentary
699,Animation
40532,Comedy Drama Horror
13797,Action Crime Drama
17702,Horror Thriller Western
20121,Action Adventure
51417,Documentary Drama
22226,Comedy
7433,Documentary
8109,Documentary
24259,Thriller Sci-Fi Action
22049,Documentary
13075,Documentary
786,Horror  Thriller Mystery
10508,Comedy Drama
41521,Documentary
41882,Crime
18814,Animation
4288,Documentary
23915,Action Animation Fantasy
17788,Adventure Sci-Fi
22739,Thriller Action Crime
8524,Comedy
46903,Adventure Animation Children
14847,Action Fantasy
33285,Drama
12434,Drama
31423,Horror Thriller
31554,Drama
42304,Documentary
1720,Drama Horror
5247,Crime Drama Horror Thriller
34660,Documentary
51194,Animation Documentary
36526,Animation
24443,Horror
16101,Drama Musical
39827,Documentary Drama
51997,Thriller Horror
46249,Action Adventure Drama Children Fantasy
15204,Documentary
28816,Action Adventure Drama Children
12382,Thriller
34871,Action Sci-Fi Thriller Horror
20707,Documentary
25015,Horror
1649,Adventure Children
33871,Adventure
13727,Adventure Action Sci-Fi
26868,Horror
13951,Drama Horror
10976,Animation Action Adventure
22606,Action Western
2847,Horror
42281,Horror Thriller
16122,Thriller Comedy Horror
14226,Action Thriller
25271,Documentary
36923,Horror
46079,Thriller
11120,Adventure Animation Children Sci-Fi
49622,Adventure Horror
16942,Horror
51353,Action Adventure Drama
47205,Musical
23716,Crime Drama Thriller
20149,Action Drama
22756,Drama Horror
30204,Action Crime Thriller
51645,Adventure Fantasy
31623,Drama War
34193,Action Fantasy Sci-Fi Thriller
35551,Documentary
4519,Horror
30428,Thriller
4843,Comedy
23644,Documentary Drama
30342,Adventure Fantasy Sci-Fi
51626,Adventure Action Sci-Fi
2376,Action Adventure Animation Fantasy
34025,Action Adventure Sci-Fi
27321,Thriller
20226,War Documentary
36101,Documentary Drama
15029,Comedy
42954,Adventure Horror Mystery Thriller
38737,Documentary
9247,Adventure Action Sci-Fi
8267,Documentary Musical
11939,Documentary
18562,Musical Documentary
44516,Horror Mystery Thriller
3323,Action Comedy Crime Thriller
12133,Children Documentary
39644,Mystery
20959,Drama
33463,Horror Thriller
32655,Drama Horror Thriller
45805,Animation Children
47557,Children Documentary
39667,Comedy Horror Sci-Fi
5839,Action Adventure Sci-Fi War
45042,Documentary
28382,Mystery Thriller
51083,Musical Romance
45408,Crime Drama Thriller
39209,Thriller
3766,Horror Thriller
7466,Musical
9773,Action Mystery Thriller
43283,Documentary
20420,Documentary
13107,Documentary Drama
36589,Action Adventure Fantasy Horror Sci-Fi Thriller
9907,Thriller Horror Fantasy
2213,Adventure
28429,Drama Thriller
7504,Horror Sci-Fi Thriller
45063,Sci-Fi
47919,Documentary
6785,Fantasy Horror Thriller
45775,Documentary
15922,Crime Thriller
31281,Adventure Romance
12655,Comedy Drama
16299,Comedy Horror Western
9104,Horror Thriller
38645,Documentary
6796,Action Adventure Sci-Fi
26124,Action Crime Thriller
29189,Children
486,Drama Horror Thriller
48891,Documentary Crime
17391,Documentary  Musical
43715,Documentary
40746,Comedy Romance
26602,Action Adventure
28318,Adventure Fantasy  Sci-Fi
38016,Comedy Drama
15494,Sci-Fi Action Fantasy
12312,Thriller
33338,Horror
47932,Horror
44632,Adventure Sci-Fi
16452,Documentary Drama
28968,Horror Action Thriller
34248,Thriller
18298,Action Adventure Sci-Fi Thriller
3178,Documentary Drama
6476,Drama Thriller Mystery
32437,Thriller
23331,Comedy Drama
35370,Sci-Fi
16307,Comedy Drama Horror
28260,Action Western
5656,Mystery Thriller Crime
21385,Drama Horror Thriller
22053,Animation
51051,Crime Drama Thriller
366,Adventure Horror
30757,Horror Sci-Fi
7298,Thriller Crime Mystery
13808,Action Thriller
37526,Horror Action Thriller Sci-Fi
49242,Adventure Romance
4094,Action Horror Thriller
19119,Animation Children
36602,Crime Thriller Mystery
43137,Documentary Drama
26774,Documentary
42437,Animation
18040,Action Horror
21919,Action Adventure Children Fantasy Sci-Fi
15430,Action
15202,Action
40761,Horror Thriller
22680,Adventure Drama
32869,Crime Horror Mystery Thriller
43339,Horror Sci-Fi Thriller
14979,Drama War
1757,Drama Romance Western
5859,Documentary
41603,Documentary
39239,Documentary Musical
32558,Documentary
11581,Crime Action Thriller
26913,Adventure Drama
17767,Comedy Drama Romance
15867,Action Sci-Fi
6714,Drama Western
43657,Documentary
17119,Documentary
1607,Drama Thriller
40329,Documentary Drama
14252,Action Thriller
32934,Animation Drama
12819,Documentary
23852,War Documentary
10353,Drama
51060,Action Thriller
44227,Horror
47976,Documentary
34573,Adventure Action Thriller
48992,Mystery
13226,Action Thriller
15780,Action Crime
26,Thriller Action Crime
18304,Adventure Fantasy Animation Sci-Fi Mystery Children
51311,Thriller Action
6831,Comedy Drama
39,Horror Thriller
38612,Fantasy Action Sci-Fi
39262,Drama
49120,Comedy
7867,Action Animation Drama Mystery Thriller
37944,Documentary
14343,Adventure Fantasy Horror Sci-Fi
23138,Action Thriller
18588,Romance Western
45893,Crime Thriller Drama
6529,Thriller
19197,Mystery Adventure Sci-Fi Horror Thriller
33920,Action Thriller
28907,Documentary
29311,Action
9546,Horror Thriller
36491,Comedy Drama Romance
33400,Adventure
47278,Drama
1961,Horror
38915,Western
7591,Documentary Drama War
14188,Horror Thriller
21705,Action Horror Thriller
5719,Documentary Comedy Drama
23548,Action Crime Drama Thriller
8991,Horror Sci-Fi
19859,Comedy Documentary
10018,Thriller
27825,Crime Drama Horror Thriller
27487,Comedy Drama Romance
31884,Documentary Musical
49773,Horror
43814,Action
8632,Documentary Drama
22462,Children Animation
2584,Adventure Children
43801,Horror
39254,Drama
18004,Fantasy Romance
33743,Horror
36627,Documentary Musical
45069,Action Thriller
2045,Documentary Drama
2359,Horror Crime
30500,Documentary
302,Drama Thriller Mystery
11031,Drama
44683,Drama Thriller Crime
29423,Documentary
43568,Action Thriller
44512,Documentary
23,Action Thriller
5215,Horror Thriller
35580,Thriller
19562,Documentary Musical
30893,Horror Sci-Fi
45919,Drama Thriller
48205,Thriller
31146,Comedy Drama
21480,Action Adventure War
30143,Action Animation Children
30394,Horror Drama Thriller
16792,Sci-Fi
485,Documentary
37487,Sci-Fi
8270,Children Animation Adventure
32292,Sci-Fi
50430,Documentary
40439,Comedy Drama
48797,Drama Horror
15297,Documentary
30797,Documentary
48559,Horror
1934,Comedy Drama
16298,Mystery Animation
31356,Horror
1179,Drama Horror
23946,Horror
16535,Sci-Fi
39731,Adventure
1496,Documentary Musical
40634,Musical Documentary
18597,Drama Animation
40405,Thriller Horror
6862,Western Action
29385,Documentary
21299,Thriller
10058,Western
8915,Documentary
35613,Documentary
21451,Horror Documentary
13957,Documentary
28309,Documentary
565,Thriller Action Crime
34120,Action Adventure Thriller
20102,Horror Thriller
7487,Mystery Comedy Horror Thriller Crime Drama
18693,Documentary
9876,Documentary
40286,Crime Drama Thriller
48677,Documentary
35140,Adventure Comedy
20259,Drama
17728,Adventure Action Thriller
38598,Children Comedy Drama
32211,Western
45170,Action Thriller
33013,Documentary
9357,Horror
5010,Drama Action
6745,Children Adventure
10281,Documentary
49550,Documentary Drama
3819,Animation Children
758,Action Crime Thriller
51619,Documentary
29490,Horror Thriller
51652,Mystery Thriller
11837,Comedy Drama Thriller
43965,Documentary
46433,Documentary
33026,Action
32956,Adventure Action Thriller
538,Action Adventure Drama Children
35452,Documentary
40953,Musical Animation Children
9182,Horror Thriller
6149,Drama Horror Romance
44218,Drama Romance
51308,Action Adventure Animation Children Fantasy
34968,Crime Horror Mystery
31249,Drama
17323,Action Adventure Comedy Drama Fantasy Romance
3759,Action Western Romance
3876,Sci-Fi Animation Fantasy
20657,Drama
4055,Drama
22828,Documentary Musical
44146,Action Thriller
11884,Animation Comedy Adventure
6329,Western
42548,Sci-Fi Fantasy
37652,Documentary
3108,Documentary
4257,Action
14810,Adventure Animation Children Comedy
4437,Action Thriller
18935,Adventure Sci-Fi Fantasy
40368,Documentary
33002,Drama
7534,Adventure Drama Romance
45195,Documentary
15985,Thriller
48350,Drama Action War
51876,Thriller Crime Drama
8845,Documentary
44350,Western Action Drama
25779,Action Sci-Fi Thriller
20862,Action Crime Drama Thriller
23582,Romance
48818,Drama Western
44470,Action Crime Thriller
7742,Horror Sci-Fi
133,Horror
22661,Documentary
38447,Action Adventure
20808,Crime Drama Thriller
22567,Horror
38844,Drama
43562,Thriller
13583,Children Adventure
46142,Thriller
12955,Documentary
32392,Documentary Drama
23275,Documentary Musical
51994,Horror Comedy Action Sci-Fi Thriller
42782,Action Adventure Western
34291,Mystery Horror Thriller
31819,Action Adventure Crime
28202,Crime Horror Thriller
33298,Animation Musical
50093,Documentary
48752,Fantasy Romance
5775,Adventure Fantasy Horror Sci-Fi
47910,Action Crime Drama
44940,Animation Children
20272,Animation
28054,Action Documentary
10833,Documentary
50077,Adventure Documentary Children
24326,Horror
6630,Horror
15518,Horror Thriller
43114,Mystery Thriller Horror
49569,Animation Fantasy Children
19426,Action
2862,Documentary
11976,Comedy Drama
10969,Western
47744,Thriller
25979,Thriller
33335,Comedy Drama
20850,Thriller
4240,Romance
35174,Thriller Horror Mystery
1483,Adventure Drama Western
50504,Musical Animation
14592,Horror Thriller
11808,Drama Sci-Fi Thriller
2188,Documentary
14003,Adventure Children Fantasy
46247,Adventure Fantasy Action Children
19558,Adventure Action Horror Sci-Fi
48773,Comedy
16943,Horror Thriller
6622,Drama War
51756,Crime Drama Horror Thriller
20098,Animation
735,Animation Comedy
45559,Action Sci-Fi
43191,Horror Thriller
29885,Drama Horror
18303,Action Adventure
49506,Horror Sci-Fi Thriller
7774,Horror Sci-Fi
10738,Documentary
4303,Documentary Musical
13514,Documentary Action
26519,Action Crime Thriller
50011,Comedy Drama Horror Thriller
13308,Action Thriller
48221,Drama Sci-Fi
384,Documentary
19565,Action Sci-Fi Thriller
38535,Horror Thriller
6661,Horror Thriller
16966,Crime Drama Thriller
45575,Horror Thriller
41902,Fantasy Action Horror
51499,Documentary
9766,Action Crime Drama Thriller
696,Documentary
40726,Animation Children
12224,Musical Documentary
51695,Thriller
33878,Documentary
40906,Drama
36276,Comedy
20550,Documentary
39374,Documentary
43252,Action Adventure Sci-Fi
21103,Documentary
276,Horror Sci-Fi
37078,Horror Sci-Fi Thriller
45221,Adventure Drama Romance Western
33336,Thriller
48196,Crime Drama Horror Thriller
35834,Documentary
43128,Documentary Drama
35432,Drama
34317,Animation
27529,Western
27190,Action
6556,Horror
4465,Crime Drama Thriller
26251,Crime Drama Horror Mystery Thriller
20538,Horror Mystery Thriller
34109,Thriller Action Sci-Fi
38038,Documentary Drama
32543,Action Thriller
19522,Sci-Fi
14705,Documentary
29481,Action Sci-Fi Thriller
49554,Horror
9859,Crime Action Thriller
44482,Documentary
50811,Musical Documentary
22350,Adventure Sci-Fi Action
46267,Crime Horror Mystery
22418,Drama Mystery Thriller
35439,Crime Action Sci-Fi
22848,Adventure Drama Children
35144,Comedy
49311,Action Western
31866,Documentary
26351,Comedy Horror
32776,Comedy
45759,Action Sci-Fi Thriller
17566,Documentary
31984,Documentary
1904,Crime Drama Thriller
16633,Action Adventure Thriller
6625,Crime Mystery Thriller
42706,Comedy
45706,Action Drama
20199,Western
38562,Action Adventure Romance
37595,Animation
35533,Adventure Action Sci-Fi
16189,Adventure
11559,Documentary Drama
46279,Action Adventure Drama Thriller
43775,Action Adventure
19888,Documentary
39061,Romance
31362,Documentary
459,Documentary
19108,Adventure Action Fantasy
44258,Comedy
5370,Horror
19115,Comedy Crime Drama
5703,Horror Thriller
42072,Documentary
35155,Thriller Drama Crime Mystery
51964,Drama Horror Sci-Fi Thriller
33590,Horror Mystery
33838,Horror
2894,Fantasy Sci-Fi Action Adventure
42629,Action Fantasy Sci-Fi
34176,Horror Mystery Thriller
51395,Adventure Animation Sci-Fi
32621,Horror Sci-Fi Thriller
24252,Thriller Sci-Fi
33265,Documentary
22115,Comedy Documentary Drama
1809,Horror
12483,Drama
12634,Documentary
33160,Fantasy
22656,Thriller
34559,Drama Horror Thriller
51252,Fantasy Thriller
46399,Drama
29639,Documentary
32080,Action Western
40676,Documentary
20706,Horror Thriller
43025,Adventure Drama Action Thriller Sci-Fi
18223,Documentary
22391,Horror Thriller
13025,Drama
15296,Drama Horror
47359,Drama Horror
12936,Documentary Drama
7961,Mystery Crime
18842,Horror Sci-Fi
12100,Horror
42989,Horror
34061,Crime Animation Action
22700,Action Adventure Horror
27214,Horror Action
49370,Thriller Action Sci-Fi
6180,Thriller Horror
3183,Western
50911,Action  Thriller
38376,Drama Horror Thriller
28306,War Horror
12426,Drama
32890,Comedy Horror Thriller
49080,Documentary
4101,Documentary Drama
29074,Horror
9702,Children Comedy Drama
40519,Documentary Drama
31653,Horror
45550,Documentary
39583,Adventure Crime Thriller
11679,Documentary
17985,Action Adventure Animation Documentary Children
28344,Action Fantasy Thriller
18,Animation Drama
48751,Horror Thriller
28484,Fantasy Action Adventure
40669,Comedy
49228,Action Thriller
13636,Documentary
17088,Drama
23089,Action Adventure Sci-Fi
28332,Sci-Fi Action Adventure Thriller
21997,Action Sci-Fi Thriller
12617,Drama Horror
32224,Action Crime Horror Sci-Fi
24597,Children Animation Adventure
47906,Adventure Action Fantasy
9990,Adventure
40974,Action Thriller
23720,Action Drama Thriller
1628,Documentary
6063,Horror Mystery
41763,Drama Horror Mystery Thriller
7315,Thriller
41389,Action Adventure Children
16567,Musical Documentary
15453,Crime Drama
42466,Drama Fantasy
22458,Horror Thriller
49211,Drama Sci-Fi
40219,Documentary
23141,Documentary Drama
47841,Crime Drama Thriller
22505,Action Thriller
18994,Documentary
28142,Documentary
30920,Comedy Drama Romance
40260,Action Sci-Fi
36238,Drama Thriller Crime
14987,Drama Horror Thriller
44493,Documentary Drama
12454,Horror
35568,Mystery Horror
2970,Children
2571,Animation
14227,War Documentary
44574,Documentary
34525,Drama Fantasy Horror
35235,Mystery Thriller
14747,Drama Action Crime
39714,Romance
22301,Documentary
40169,Sci-Fi Action
31948,Documentary Drama
38539,Comedy Documentary Musical
46833,Action Comedy Crime
45951,Drama
8191,Horror Sci-Fi Thriller
10623,Action Adventure Sci-Fi
497,Action Crime Thriller
27297,Action Sci-Fi
7333,Documentary Musical
46250,Horror Sci-Fi Thriller
6581,Thriller Action Horror Sci-Fi Crime
25162,Sci-Fi Animation Adventure Fantasy
29593,Documentary
12729,Action Adventure Horror Sci-Fi Thriller
3287,Action Crime Drama
10787,Adventure Animation Fantasy
26438,Drama Horror Thriller
11070,Documentary
12259,Documentary
35711,Horror Thriller
18477,Action Crime Thriller
10810,Children
45795,Action Animation
4657,Documentary
48883,Thriller
5945,Documentary
36623,Action Adventure Thriller
44922,Action Adventure Children Fantasy Sci-Fi
47154,Fantasy Action Thriller
19097,Action Horror Sci-Fi Thriller
40692,Documentary
19189,Action Adventure
51315,Action Sci-Fi Thriller
38177,Crime
21077,Drama
45392,Horror Thriller
30646,Horror
23551,Thriller
19175,Action Western
16479,Horror
3050,Documentary  Musical
32533,Sci-Fi
49253,Thriller
42741,Thriller
16319,Western
34501,Horror Crime Thriller
40066,Drama Western
16362,Horror Thriller
21794,Mystery
10417,Adventure Action Children
16079,Documentary
33515,Documentary
20415,Thriller Horror
26883,Documentary
5536,Drama Musical Romance
42496,Documentary
481,Action Sci-Fi
41817,Horror Thriller
3120,Action Drama
31295,Documentary
21719,Horror Sci-Fi
50365,Drama Thriller
18033,Adventure Animation Children Comedy Documentary Drama Musical War Western
48232,Documentary Drama
2579,Drama Romance Thriller Western Action
44199,Action Thriller Crime
7872,Horror
25323,Adventure Children Fantasy
47372,War Western
25457,Documentary Drama Horror Sci-Fi Thriller
8911,Thriller Crime Drama Mystery
30993,Sci-Fi Action Adventure Thriller
1312,Documentary Drama
32008,Horror Sci-Fi
25069,Drama Thriller
27649,Romance Children
41897,Action Adventure Drama
37559,Comedy Drama
23024,Horror Thriller
12013,Comedy
41010,Documentary
17174,Thriller Crime
47339,Mystery Thriller
25669,Drama Horror
37360,Documentary
46873,Documentary
14638,Comedy
18872,Comedy Romance
34104,Documentary
18305,Adventure
1230,Drama Horror
940,Thriller Mystery
7220,Drama Horror Thriller
10091,Action Adventure Animation
15850,Horror Thriller
37221,Action Drama Romance Western
10055,Thriller
3979,Action Western
4700,Horror Thriller
19604,Drama Horror
38145,Comedy Drama Romance
29991,Documentary
42206,Documentary
4703,Crime Documentary
14177,Action Adventure Horror
8829,Documentary War
49275,Horror
32848,Drama
47935,Fantasy Mystery Thriller
8388,Action Drama Sci-Fi
6276,Action Adventure
41653,Drama Romance
11214,Animation
34203,Animation
52078,Drama  Documentary War
44948,Animation Comedy Fantasy
33239,Action Adventure
5743,Comedy Documentary Drama
15245,Western
6954,Romance
7710,Crime Action
19066,Documentary
30363,Adventure Animation Fantasy
45046,Documentary
20353,Children Fantasy Musical
21715,Drama Horror Thriller
17500,Comedy
47176,Animation
43734,Animation
40305,Action Horror Thriller
15389,Fantasy Adventure
12554,Action Thriller
16206,Thriller
13417,Action
16076,Drama Horror
34827,Animation
4889,Adventure Horror Sci-Fi
5575,Action Crime Drama
30955,Thriller Horror
25470,Horror
20769,Adventure Animation Children Fantasy
41232,Animation Action Thriller Sci-Fi
22977,Horror
45914,Action Sci-Fi Thriller
709,Drama Documentary Romance
9486,Thriller Mystery
45903,Comedy
15107,Musical Documentary
46616,Drama Thriller
44392,Documentary
31924,Comedy Western
40820,Documentary
42653,Thriller
21593,Horror
18441,Action Sci-Fi Thriller
14785,Action Sci-Fi Thriller Western
8885,Adventure Thriller
37703,Comedy Mystery Romance Thriller
10884,Comedy Romance
33047,Action Sci-Fi
44477,Western Action Drama
33136,Thriller Horror
12513,Action
19566,Comedy Drama
7172,Action Thriller Sci-Fi Mystery Horror
51452,Crime Drama Thriller
6758,Horror
30431,Drama Mystery Thriller
19534,Documentary
19770,Documentary
19660,Documentary
51582,Action
36605,Comedy Documentary Drama
359,Horror Thriller
29259,Musical Children
13633,Crime Mystery Thriller
24349,Drama Romance
33186,Action Adventure
21996,Documentary Musical
47711,Adventure Western
8974,Comedy Drama Romance
50114,Sci-Fi Fantasy
2030,Animation
50398,Animation
17304,Documentary
8883,Horror Thriller
2474,Action Mystery Thriller
39763,Comedy
7784,Horror Sci-Fi Thriller
39329,Sci-Fi
42946,Action Thriller
25951,Action Animation Thriller
3292,Animation
47245,Action Thriller
27315,Documentary
2543,Drama
43434,Animation Comedy Children Mystery
6116,Animation Children
49615,Documentary
15403,Adventure Animation Children Fantasy
25042,Thriller
40528,Comedy Drama
19987,Musical Fantasy
30583,Horror
42064,Action
22037,Comedy Horror Thriller
36273,Western
11246,Fantasy Horror Sci-Fi
20646,Romance Horror Drama
16937,Horror Sci-Fi
19798,Documentary
24696,Comedy
37414,Comedy
17151,Mystery Horror Thriller
34496,Horror
49360,Action Thriller Crime
40353,Drama Horror Thriller
32595,Action Comedy Crime Drama Thriller
12064,Comedy
38742,Sci-Fi Thriller
14821,Drama Romance Western
26451,Horror Thriller
42863,Horror Fantasy
39465,Animation
26504,Documentary
50016,Sci-Fi Animation Action
15263,Documentary
49876,Comedy Drama
22424,Action Comedy Crime Drama
18546,Horror Thriller
17640,Horror Thriller
24292,Action Drama
12286,Horror
48184,Documentary Drama
32805,Documentary
39273,Adventure Thriller Action
36951,Drama Horror Sci-Fi Thriller
21108,Documentary
11109,Drama Sci-Fi
43631,Mystery Thriller Crime Horror
15803,Documentary Animation
28527,Documentary
43039,Horror Mystery Thriller
26718,Documentary
16212,Comedy
34611,Documentary
40254,Documentary
25628,Thriller Horror
12136,Action Adventure Drama
19563,Documentary Drama
48601,War Adventure Drama Romance
36049,Action Crime Drama Thriller
47633,Horror
32156,Action Adventure Comedy Crime
40810,Western
47457,Action Adventure Crime Drama Thriller
21052,Children
26699,Documentary
31925,Horror
29918,Documentary
44859,Fantasy Adventure Children Romance
41366,Horror
7237,Action Drama
24389,Action Sci-Fi
20109,Comedy Documentary
41169,Documentary
25075,Documentary Drama Horror
34168,Thriller Mystery
14814,War Adventure
48440,Mystery Thriller
20044,Mystery Thriller Horror
22051,Comedy Documentary
50298,Documentary
8090,Horror
19875,Drama
29987,Drama Action Thriller
37992,Documentary
13946,Action War Thriller Drama Adventure
43893,Action Drama Thriller War
8550,Sci-Fi Action
866,Western Documentary
19874,Action
7475,Thriller Sci-Fi Mystery
44494,Adventure Horror Sci-Fi Thriller
46001,Horror Thriller Mystery
22224,Documentary
43036,Horror
40035,Drama
16954,Comedy
14770,Documentary
40888,Crime Drama Thriller
12779,Thriller Horror
50356,Fantasy Horror Thriller Sci-Fi
6346,Drama
14123,Documentary
38768,Documentary
51458,Western
35873,Crime Thriller
7836,Crime Mystery
29758,Documentary
15127,Animation Adventure Fantasy Children
12921,Action Drama
44492,Horror Thriller
50102,Horror Sci-Fi
45879,Thriller Horror
1766,Horror Sci-Fi Animation Adventure Fantasy
2460,Musical Documentary
9332,Documentary
5689,Thriller
8418,Horror
3884,Adventure Children
29812,Horror Thriller
9590,Documentary
27416,Western
46692,Horror Mystery Thriller
35482,Western
30116,Comedy
10721,Thriller
23697,Horror
6770,Fantasy Animation Children
36337,Drama Thriller
51480,Action Adventure Horror Sci-Fi
38483,Horror
6003,Horror
29875,Action Crime
30308,Documentary
42688,Horror Thriller
49617,Horror
12934,Animation Action Thriller Sci-Fi
6051,Action War
10421,Horror Mystery Thriller
18547,Adventure Horror
48058,Adventure Drama
4990,Documentary
19098,Documentary
267,Drama
35547,Western
29903,Crime Horror Thriller
11751,Action Horror
33855,Action Adventure Drama Romance
39950,Musical Sci-Fi
35679,Drama Horror Thriller
1556,Fantasy
15428,Documentary Drama
46314,Thriller Action Romance
40280,Drama Thriller
33188,Documentary
16143,Drama Musical
6552,Horror
27926,Adventure Crime Mystery Romance Thriller
42876,Documentary
661,Mystery Horror Thriller
7283,Documentary Drama
4030,Comedy  Romance
18048,Documentary
25998,Western
28017,Animation Fantasy Horror
19530,Drama Thriller
40032,Action Adventure Animation Horror Sci-Fi
30618,Documentary
35255,Documentary
38471,Documentary
35583,Adventure Animation Children Comedy
37469,Crime
1353,Horror Mystery
46824,Crime Thriller
18834,Thriller
46609,Adventure Drama
51460,Action Crime Drama Thriller
30717,Thriller
26817,Action Adventure Fantasy
40165,Children Fantasy
34675,Documentary
8315,Horror
34973,Documentary
14751,Action Thriller
18618,Thriller Horror
44546,Western
21672,Drama
15694,Action Crime Drama Thriller
21945,Children Fantasy Animation Adventure
51120,Horror Action Thriller
33242,Horror Thriller
31040,Documentary
27559,Crime Horror Thriller Mystery
28038,Western
32867,Animation Comedy Children
846,Documentary
51396,Action Adventure Horror Sci-Fi
13489,Horror Mystery Sci-Fi
18264,Horror Crime Mystery
16592,Drama Thriller
49542,Horror
32374,Adventure Children
5313,Thriller Horror
30427,Animation Children Adventure
19589,Documentary Horror Sci-Fi
3196,Drama Thriller
27993,Comedy Drama
714,Western
24637,Documentary
38230,Drama Thriller
20944,Sci-Fi Thriller
48775,Mystery Thriller
21131,Thriller
17874,Action Crime
16682,Horror
51606,Documentary
45426,Crime Drama Thriller
45899,Documentary
41327,Documentary
1113,Horror
37756,Action Western War
16222,Action Drama Thriller
403,Animation Comedy Children
8144,Documentary Drama
12614,Drama
18261,Thriller Mystery Sci-Fi
17935,Action Drama War
26840,Documentary
12176,Crime Drama Horror Thriller
47899,Documentary
1938,Action Crime
11834,Comedy Drama
33946,Action Sci-Fi Thriller
34041,Adventure Action
48318,Drama
31148,Thriller
25290,Documentary
37461,Romance
20060,Drama
22906,Drama
2288,Documentary
22653,Drama
24494,Documentary
3026,Horror Thriller
49132,Documentary
28809,Thriller
29888,Comedy
40921,Action Thriller
20278,Adventure Fantasy Action Thriller
25851,Documentary
18741,Horror Mystery
17938,Adventure
22720,Animation Children
31061,Horror Sci-Fi
41717,Drama Romance
29817,Western
45907,Documentary Drama
41179,Documentary
6535,Thriller
18658,Action Thriller Sci-Fi
10638,Fantasy Horror Thriller
37768,Documentary
22630,Horror
8867,Horror
21161,Documentary
24976,Crime Drama
25834,Thriller Horror
31891,Children Animation
44635,Documentary
49341,Action Thriller
39725,Adventure Documentary Sci-Fi
42125,Action Sci-Fi Adventure
25808,Thriller Action Sci-Fi
849,Horror Sci-Fi
25644,Horror Thriller
46196,Animation Action Sci-Fi
30489,Adventure
43228,Animation
32912,Drama
25063,Action Thriller
2192,Horror Sci-Fi
10829,Horror
41459,Western
20178,Animation Children Action Sci-Fi
1791,Adventure Animation Action Sci-Fi
44209,Drama
12228,Western
23896,Documentary
16757,Documentary
4329,Comedy
20920,Animation Children
35833,Western
35056,Documentary
33857,Documentary
31869,Crime
30685,Comedy Drama
9970,Documentary
50312,Comedy Drama
5463,Fantasy Comedy Children
25466,Drama Action Sci-Fi
25526,Action Drama
39717,Western
39700,Action Crime Drama
37198,Documentary
32749,Action Crime Mystery Thriller
22202,Crime Drama Thriller
11345,Horror Thriller
21585,Adventure Animation Children Comedy Sci-Fi
5569,Documentary
34287,Horror
36881,Horror Sci-Fi
15896,Crime Thriller
18273,Action Adventure Horror Thriller
4636,Adventure
36590,Documentary
7615,Documentary
40896,Action Adventure Fantasy Sci-Fi
15572,Thriller Horror
14541,Documentary
2427,Adventure Comedy Fantasy Horror
23431,War
209,Horror
44824,Animation Adventure Action Sci-Fi
5400,Fantasy Children
15626,Horror
18060,Action
35414,Action
10578,Horror
37435,Drama
51408,Sci-Fi Thriller
51744,Action Sci-Fi
12364,Drama
15644,Action Adventure
50287,Drama
38621,Animation Adventure Children
39591,Drama Animation
29591,Horror
41913,Documentary
12371,Horror
5475,Animation
5876,Documentary
4374,Adventure Animation Romance Sci-Fi
22955,Documentary Drama
14391,Documentary
32326,Drama Thriller
1581,Crime
11742,Drama Horror Thriller
25959,Drama Thriller
22715,Animation Children
28742,Action Adventure
28308,Drama
36750,Sci-Fi
14894,Musical Western
37471,Action Western
19278,Horror Thriller
23010,Thriller Action Crime
8698,Documentary
407,Documentary
42755,Western
39012,Documentary
15951,Comedy Drama Western
20966,Comedy Action
47403,Fantasy Thriller Mystery
15314,Western Action
44860,Comedy Horror
48760,Crime Drama Thriller
41691,Adventure
17901,Comedy Drama Romance
1635,Documentary
44610,Horror
29515,Horror Thriller
26281,Documentary
12891,Documentary
30706,Romance
25637,Comedy Drama Thriller
27682,Adventure Fantasy Action Sci-Fi
15811,Sci-Fi Horror Adventure
29444,Action Thriller
22322,Drama Horror Sci-Fi
3134,Drama
15914,Action Sci-Fi
32130,Sci-Fi
44795,Documentary
32677,Sci-Fi Thriller
35560,Thriller Horror
25216,Western
30033,Drama
231,Drama Horror Thriller
16204,Documentary
37507,Action Adventure Comedy Children Fantasy Sci-Fi
30337,Children Drama Horror
18437,Documentary
7512,Adventure
1065,Children Adventure Sci-Fi
38428,Documentary
47422,Drama
26187,Thriller Crime
36142,Action Drama Thriller
17045,War
13932,Documentary Drama
48123,Documentary
32568,Action Crime
38326,Drama
27386,Horror Thriller
2876,Horror
10007,Animation Action Sci-Fi
33064,Animation
6915,Romance
17412,Documentary
3762,Documentary
18095,Horror Mystery Thriller
20885,Western
37271,Action Comedy
24549,Crime Drama Mystery Thriller
45263,Drama War
37698,Horror Mystery Romance Sci-Fi
20784,Action Crime  Thriller
